id_transaction,date,id_client,id_produit,nom_produit,categorie,quantite,prix_unitaire,montant_total,region,mode_paiement,statut
T00489,2024-09-02,C0237,P007,Casque Bluetooth,Électronique,1,131.11,131.11,Île-de-France,Chèque cadeau,En cours
T00490,2024-01-27,C0056,P004,Chaussures running,Sport,1,118.72,118.72,Île-de-France,Carte bancaire,Livrée
T00491,2024-03-18,C0145,P015,Rouge à lèvres,Beauté,1,20.97,20.97,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00492,2024-03-16,C0107,P004,Chaussures running,Sport,1,119.49,119.49,Île-de-France,Carte bancaire,Livrée
T00493,2024-05-17,C0241,P015,Rouge à lèvres,Beauté,2,22.92,45.84,PACA,,En cours
T00494,2024-06-29,C0067,P014,Parfum floral,Beauté,1,64.52,64.52,Île-de-France,Carte bancaire,Livrée
T00495,2024-12-01,C0111,P010,Livre cuisine italienne,Livres,1,26.88,26.88,Hauts-de-France,Carte bancaire,Livrée
T00496,2024-08-14,C0067,P013,Crème hydratante,Beauté,1,33.04,33.04,Île-de-France,Carte bancaire,En cours
T00497,2024-11-27,C0131,P012,BD jeunesse,Livres,1,15.42,15.42,Île-de-France,PayPal,Livrée
T00498,2024-02-12,C0250,P015,Rouge à lèvres,Beauté,1,20.17,20.17,Bretagne,Carte bancaire,Livrée
T00499,2024-01-06,C0219,P011,Roman policier,Livres,1,21.27,21.27,Auvergne-Rhône-Alpes,PayPal,Livrée
T00500,2024-12-31,C0076,P015,Rouge à lèvres,Beauté,1,19.79,19.79,Grand Est,Carte bancaire,Livrée
T00501,2024-04-25,C0006,P012,BD jeunesse,Livres,1,15.47,15.47,Île-de-France,Carte bancaire,Livrée
T00502,2024-08-27,C0254,P014,Parfum floral,Beauté,1,66.65,66.65,Occitanie,Virement,Livrée
T00503,2024-10-30,C0029,P010,Livre cuisine italienne,Livres,2,28.54,57.08,Occitanie,Carte bancaire,Retournée
T00504,2024-10-18,C0248,P004,Chaussures running,Sport,1,122.65,122.65,Pays de la Loire,,Livrée
T00505,2024-06-30,C0273,P010,Livre cuisine italienne,Livres,1,24.83,24.83,Grand Est,PayPal,En cours
T00506,2024-02-05,C0050,P008,Enceinte portable,Électronique,1,74.85,74.85,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00507,2024-10-01,C0241,P007,Casque Bluetooth,Électronique,1,128.96,128.96,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00508,2024-12-17,C0242,P004,Chaussures running,Sport,1,124.18,124.18,Auvergne-Rhône-Alpes,PayPal,Livrée
T00509,2024-12-31,C0284,P009,Câble USB-C,Électronique,1,13.79,13.79,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00510,2024-01-28,C0001,P006,Tapis de yoga,Sport,2,34.02,68.04,Grand Est,Carte bancaire,Livrée
T00511,2024-02-24,C0131,P011,Roman policier,Livres,1,19.38,19.38,Île-de-France,Carte bancaire,Livrée
T00512,2024-03-23,C0091,P012,BD jeunesse,Livres,1,17.73,17.73,Île-de-France,PayPal,Livrée
T00513,2024-08-20,C0032,P010,Livre cuisine italienne,Livres,1,24.66,24.66,Île-de-France,Carte bancaire,En cours
T00514,2024-05-27,C0156,P012,BD jeunesse,Livres,1,17.96,17.96,Île-de-France,Virement,Livrée
T00515,2024-03-03,C0213,P008,Enceinte portable,Électronique,1,72.08,72.08,Nouvelle-Aquitaine,Carte bancaire,Annulée
T00516,2024-03-26,C0181,P010,Livre cuisine italienne,Livres,4,24.66,98.64,Île-de-France,PayPal,Livrée
T00517,2024-11-24,C0121,P001,T-shirt coton bio,Vêtements,1,22.14,22.14,Île-de-France,PayPal,En cours
T00518,2024-07-16,C0088,P005,Ballon de foot,Sport,5,26.8,134.0,PACA,Carte bancaire,En cours
T00519,2024-07-13,C0103,P006,Tapis de yoga,Sport,3,41.72,125.16,Occitanie,PayPal,Livrée
T00520,2024-07-27,C0169,P011,Roman policier,Livres,1,21.4,21.4,Auvergne-Rhône-Alpes,Virement,Livrée
T00521,2024-12-31,C0020,P013,Crème hydratante,Beauté,1,35.17,35.17,Hauts-de-France,Carte bancaire,Livrée
T00522,2024-10-06,C0261,P001,T-shirt coton bio,Vêtements,1,23.71,23.71,Nouvelle-Aquitaine,Carte bancaire,En cours
T00523,2024-07-06,C0013,P007,Casque Bluetooth,Électronique,1,155.05,155.05,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00524,2024-05-11,C0234,P012,BD jeunesse,Livres,1,15.32,15.32,PACA,Carte bancaire,Livrée
T00525,2024-09-08,C0074,P015,Rouge à lèvres,Beauté,3,22.94,68.82,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00526,2024-02-21,C0191,P001,T-shirt coton bio,Vêtements,1,24.74,24.74,Île-de-France,Virement,Livrée
T00527,2024-08-19,C0051,P006,Tapis de yoga,Sport,1,39.11,39.11,PACA,Carte bancaire,Livrée
T00528,2024-11-11,C0208,P011,Roman policier,Livres,1,19.18,19.18,Grand Est,Carte bancaire,Livrée
T00529,2024-09-24,C0216,P011,Roman policier,Livres,1,19.86,19.86,Hauts-de-France,PayPal,Livrée
T00530,2024-01-12,C0255,P011,Roman policier,Livres,1,21.48,21.48,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00531,2024-08-12,C0293,P005,Ballon de foot,Sport,1,26.9,26.9,PACA,Carte bancaire,Livrée
T00532,2024-10-11,C0227,P013,Crème hydratante,Beauté,5,30.16,150.8,Île-de-France,Carte bancaire,Livrée
T00533,2024-02-04,C0258,P003,Pull laine merinos,Vêtements,2,77.17,154.34,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00534,2024-05-08,C0143,P015,Rouge à lèvres,Beauté,1,21.21,21.21,Île-de-France,Carte bancaire,Livrée
T00535,2024-11-28,C0108,P007,Casque Bluetooth,Électronique,1,150.52,150.52,Nouvelle-Aquitaine,PayPal,Livrée
T00536,2024-09-08,C0285,P001,T-shirt coton bio,Vêtements,2,25.34,50.68,Grand Est,PayPal,Livrée
T00537,2024-10-20,C0056,P005,Ballon de foot,Sport,2,26.97,53.94,Île-de-France,Virement,Livrée
T00538,2024-09-01,C0127,P008,Enceinte portable,Électronique,1,68.82,68.82,Pays de la Loire,Carte bancaire,Livrée
T00539,2024-08-16,C0028,P010,Livre cuisine italienne,Livres,1,27.81,27.81,Île-de-France,,En cours
T00540,2024-01-05,C0266,P007,Casque Bluetooth,Électronique,1,155.86,155.86,Île-de-France,Chèque cadeau,Livrée
T00541,2024-01-06,C0284,P009,Câble USB-C,Électronique,1,13.46,13.46,Occitanie,Carte bancaire,Livrée
T00542,2024-07-12,C0063,P003,Pull laine merinos,Vêtements,1,78.88,78.88,Île-de-France,Carte bancaire,Livrée
T00543,2024-05-08,C0217,P007,Casque Bluetooth,Électronique,1,155.11,155.11,PACA,PayPal,Livrée
T00544,2024-03-08,C0217,P012,BD jeunesse,Livres,4,15.89,63.56,Île-de-France,Carte bancaire,Livrée
T00545,2024-06-19,C0104,P007,Casque Bluetooth,Électronique,2,144.41,288.82,Occitanie,Carte bancaire,Livrée
T00546,2024-08-06,C0089,P009,Câble USB-C,Électronique,1,15.14,15.14,Pays de la Loire,Carte bancaire,Livrée
T00547,2024-07-27,C0137,P007,Casque Bluetooth,Électronique,1,154.04,154.04,Grand Est,PayPal,Annulée
T00548,2024-12-03,C0121,P012,BD jeunesse,Livres,1,18.37,18.37,Île-de-France,,Livrée
T00549,2024-03-11,C0146,P004,Chaussures running,Sport,2,108.37,216.74,Île-de-France,Carte bancaire,En cours
T00550,2024-02-27,C0005,P013,Crème hydratante,Beauté,1,35.87,35.87,Pays de la Loire,Carte bancaire,Livrée
T00551,2024-12-23,C0224,P002,Jeans slim,VÊTEMENTS,1,66.82,66.82,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00552,2024-10-23,C0007,P007,Casque Bluetooth,Électronique,1,131.42,131.42,PACA,Carte bancaire,Livrée
T00553,2024-02-16,C0290,P010,Livre cuisine italienne,Livres,2,27.26,54.52,Île-de-France,Carte bancaire,Livrée
T00554,2024-10-15,C0085,P007,Casque Bluetooth,Électronique,4,131.17,524.68,PACA,Carte bancaire,Livrée
T00555,2024-06-21,C0070,P006,Tapis de yoga,Sport,1,40.97,40.97,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00556,2024-04-15,C0280,P008,Enceinte portable,Électronique,1,73.62,73.62,Île-de-France,Carte bancaire,Livrée
T00557,2024-01-25,C0192,P002,Jeans slim,Vêtements,3,58.82,176.46,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00558,2024-06-21,C0259,P001,T-shirt coton bio,Vêtements,1,26.22,26.22,PACA,,Livrée
T00559,2024-11-17,C0111,P012,BD jeunesse,Livres,1,15.96,15.96,,Carte bancaire,Livrée
T00560,2024-11-06,C0180,P012,BD jeunesse,LIVRES,3,18.15,54.45,Hauts-de-France,Carte bancaire,Livrée
T00561,2024-12-27,C0121,P004,Chaussures running,Sport,2,104.28,208.56,Hauts-de-France,Carte bancaire,Livrée
T00562,2024-08-03,C0066,P005,Ballon de foot,Sport,1,26.5,26.5,Occitanie,Virement,Livrée
T00563,2024-11-14,C0215,P015,Rouge à lèvres,Beauté,1,19.13,19.13,Île-de-France,Virement,Livrée
T00564,2024-12-30,C0136,P004,Chaussures running,Sport,2,122.19,244.38,Auvergne-Rhône-Alpes,PayPal,Livrée
T00565,2024-03-26,C0081,P014,Parfum floral,Beauté,3,72.8,218.4,Auvergne-Rhône-Alpes,PayPal,Livrée
T00566,2024-05-14,C0286,P012,BD jeunesse,Livres,1,15.65,15.65,Pays de la Loire,Carte bancaire,Livrée
T00567,2024-09-22,C0250,P013,Crème hydratante,Beauté,2,32.76,65.52,Auvergne-Rhône-Alpes,Virement,Livrée
T00568,2024-09-27,C0143,P014,Parfum floral,Beauté,1,77.18,77.18,Île-de-France,Carte bancaire,Annulée
T00569,2024-10-18,C0180,P001,T-shirt coton bio,Vêtements,1,22.99,22.99,Grand Est,Carte bancaire,Livrée
T00570,2024-12-11,C0159,P007,Casque Bluetooth,Électronique,1,146.99,146.99,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00571,2024-08-25,C0174,P013,Crème hydratante,Beauté,1,30.55,30.55,Hauts-de-France,Chèque cadeau,Livrée
T00572,2024-03-24,C0251,P015,Rouge à lèvres,Beauté,1,22.83,22.83,PACA,PayPal,Livrée
T00573,2024-11-10,C0063,P010,Livre cuisine italienne,Livres,2,26.38,52.76,Île-de-France,Carte bancaire,Livrée
T00574,2024-07-11,C0186,P011,Roman policier,Livres,2,19.86,39.72,,Carte bancaire,Annulée
T00575,2024-05-07,C0279,P006,Tapis de yoga,Sport,2,39.24,78.48,Occitanie,PayPal,En cours
T00576,2024-02-22,C0249,P010,Livre cuisine italienne,Livres,1,27.34,27.34,Bretagne,Carte bancaire,Livrée
T00577,2024-01-20,C0029,P011,Roman policier,Livres,1,19.13,19.13,Hauts-de-France,Carte bancaire,Livrée
T00578,2024-07-24,C0253,P004,Chaussures running,SPORT,1,110.12,110.12,,Carte bancaire,Livrée
T00579,2024-02-23,C0281,P011,Roman policier,Livres,1,20.75,20.75,Île-de-France,Carte bancaire,Livrée
T00580,2024-04-05,C0273,P010,Livre cuisine italienne,Livres,1,27.51,27.51,Bretagne,Carte bancaire,Livrée
T00581,2024-07-26,C0259,P002,Jeans slim,Vêtements,1,64.8,64.8,PACA,PayPal,Annulée
T00582,2024-02-27,C0023,P006,Tapis de yoga,Sport,1,38.81,38.81,Occitanie,,Livrée
T00583,2024-07-11,C0132,P005,Ballon de foot,Sport,1,30.43,30.43,Auvergne-Rhône-Alpes,Carte bancaire,Annulée
T00584,2024-04-13,C0261,P009,Câble USB-C,Électronique,3,13.51,40.53,Auvergne-Rhône-Alpes,PayPal,En cours
T00585,2024-05-12,C0103,P011,Roman policier,Livres,1,20.99,20.99,Bretagne,Carte bancaire,Retournée
T00586,2024-11-11,C0127,P007,Casque Bluetooth,Électronique,2,156.26,312.52,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00587,2024-09-25,C0175,P010,Livre cuisine italienne,Livres,2,25.23,50.46,PACA,Carte bancaire,Livrée
T00588,2024-06-22,C0195,P009,Câble USB-C,Électronique,1,14.87,14.87,,PayPal,Annulée
T00589,2024-01-09,C0077,P007,Casque Bluetooth,Électronique,1,151.87,151.87,Pays de la Loire,PayPal,Livrée
T00590,2024-04-17,C0023,P005,Ballon de foot,Sport,1,30.09,30.09,Île-de-France,Carte bancaire,En cours
T00591,2024-05-18,C0266,P009,Câble USB-C,Électronique,1,15.57,15.57,Grand Est,Carte bancaire,Livrée
T00592,2024-03-16,C0202,P013,Crème hydratante,Beauté,1,32.09,32.09,Île-de-France,PayPal,Livrée
T00593,2024-09-27,C0244,P014,Parfum floral,Beauté,1,76.58,76.58,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00594,2024-12-31,C0110,P013,Crème hydratante,Beauté,1,29.98,29.98,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00595,2024-10-16,C0201,P008,Enceinte portable,Électronique,1,80.94,80.94,Occitanie,Carte bancaire,Livrée
T00596,2024-12-24,C0211,P015,Rouge à lèvres,Beauté,1,21.87,21.87,Île-de-France,Carte bancaire,Livrée
T00597,2024-09-12,C0141,P011,Roman policier,Livres,1,22.74,22.74,Île-de-France,PayPal,Annulée
T00598,2024-12-24,C0268,P002,Jeans slim,Vêtements,1,58.54,58.54,Occitanie,PayPal,En cours
T00599,2024-02-20,C0121,P006,Tapis de yoga,Sport,5,37.97,189.85,PACA,Carte bancaire,Livrée
T00600,2024-11-06,C0281,P012,BD jeunesse,Livres,1,16.42,16.42,Bretagne,PayPal,Annulée
T00601,2024-07-08,C0234,P013,Crème hydratante,Beauté,1,30.08,30.08,Grand Est,Carte bancaire,En cours
T00602,2024-05-05,C0271,P013,Crème hydratante,Beauté,4,31.52,126.08,Hauts-de-France,Carte bancaire,Livrée
T00603,2024-09-15,C0220,P004,Chaussures running,Sport,1,113.83,113.83,Occitanie,Carte bancaire,Annulée
T00604,2024-11-24,C0128,P006,Tapis de yoga,Sport,1,35.39,35.39,Bretagne,PayPal,Livrée
T00605,2024-08-29,C0130,P011,Roman policier,Livres,2,19.25,38.5,Île-de-France,Carte bancaire,Livrée
T00606,2024-02-19,C0043,P007,Casque Bluetooth,Électronique,1,143.98,143.98,Auvergne-Rhône-Alpes,Carte bancaire,En cours
T00607,2024-08-03,C0149,P015,Rouge à lèvres,Beauté,1,21.77,21.77,Nouvelle-Aquitaine,,Livrée
T00608,2024-06-07,C0163,P008,Enceinte portable,Électronique,2,78.56,157.12,Hauts-de-France,Carte bancaire,Livrée
T00609,2024-08-15,C0112,P001,T-shirt coton bio,Vêtements,1,25.56,25.56,Île-de-France,Carte bancaire,Livrée
T00610,2024-06-14,C0018,P015,Rouge à lèvres,Beauté,2,20.8,41.6,Occitanie,Carte bancaire,Livrée
T00611,2024-01-11,C0184,P005,Ballon de foot,Sport,2,31.43,62.86,Pays de la Loire,Carte bancaire,Livrée
T00612,2024-09-26,C0062,P007,Casque Bluetooth,Électronique,2,142.2,284.4,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00613,2024-12-28,C0166,P012,BD jeunesse,Livres,2,18.86,37.72,Île-de-France,Carte bancaire,Livrée
T00614,2024-11-25,C0282,P015,Rouge à lèvres,Beauté,1,22.62,22.62,,Carte bancaire,Livrée
T00615,2024-03-02,C0299,P011,Roman policier,Livres,1,19.38,19.38,Grand Est,PayPal,Livrée
T00616,2024-06-25,C0195,P013,Crème hydratante,Beauté,2,33.42,66.84,Auvergne-Rhône-Alpes,Virement,Livrée
T00617,2024-05-05,C0201,P007,Casque Bluetooth,Électronique,1,129.21,129.21,Grand Est,Carte bancaire,Livrée
T00618,2024-01-17,C0075,P012,BD jeunesse,Livres,1,17.53,17.53,Grand Est,Carte bancaire,Livrée
T00619,2024-06-03,C0176,P010,Livre cuisine italienne,Livres,1,25.99,25.99,Occitanie,Carte bancaire,Livrée
T00620,2024-08-29,C0179,P009,Câble USB-C,Électronique,1,13.99,13.99,Nouvelle-Aquitaine,Carte bancaire,En cours
T00621,2024-09-27,C0138,P003,Pull laine merinos,Vêtements,1,72.86,72.86,Grand Est,Carte bancaire,Livrée
T00622,2024-01-23,C0258,P014,Parfum floral,Beauté,1,68.58,68.58,PACA,PayPal,Livrée
T00623,2024-10-01,C0209,P005,Ballon de foot,Sport,1,31.11,31.11,Grand Est,Carte bancaire,Livrée
T00624,2024-08-09,C0117,P004,Chaussures running,Sport,1,103.09,103.09,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00625,2024-10-29,C0216,P002,Jeans slim,Vêtements,1,58.41,58.41,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00626,2024-01-28,C0234,P004,Chaussures running,Sport,1,120.33,120.33,Bretagne,PayPal,Livrée
T00627,2024-01-31,C0289,P011,Roman policier,Livres,1,20.62,20.62,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00628,2024-03-31,C0284,P004,Chaussures running,Sport,1,125.92,125.92,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00629,2024-07-28,C0220,P013,Crème hydratante,Beauté,2,35.2,70.4,Occitanie,Carte bancaire,Livrée
T00630,2024-09-20,C0249,P015,Rouge à lèvres,Beauté,1,19.9,19.9,PACA,PayPal,Livrée
T00631,2024-04-28,C0165,P013,Crème hydratante,Beauté,1,30.5,30.5,Île-de-France,Carte bancaire,Livrée
T00632,2024-02-18,C0216,P003,Pull laine merinos,Vêtements,1,81.4,81.4,,Virement,Livrée
T00633,2024-07-09,C0040,P008,Enceinte portable,Électronique,1,68.68,68.68,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00634,2024-01-28,C0260,P011,Roman policier,Livres,1,21.57,21.57,Pays de la Loire,PayPal,Livrée
T00635,2024-06-21,C0193,P012,BD jeunesse,Livres,2,18.51,37.02,Île-de-France,PayPal,Livrée
T00636,2024-12-13,C0188,P010,Livre cuisine italienne,Livres,1,28.6,28.6,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00637,2024-11-28,C0047,P010,Livre cuisine italienne,Livres,5,26.57,132.85,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00638,2024-02-24,C0046,P004,Chaussures running,Sport,1,103.9,103.9,Bretagne,Carte bancaire,Livrée
T00639,2024-06-19,C0272,P013,Crème hydratante,Beauté,1,32.36,32.36,Hauts-de-France,Chèque cadeau,Annulée
T00640,2024-09-01,C0275,P001,T-shirt coton bio,Vêtements,1,26.1,26.1,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00641,2024-06-06,C0231,P004,Chaussures running,Sport,1,102.62,102.62,Grand Est,Carte bancaire,Retournée
T00642,2024-07-28,C0039,P004,Chaussures running,SPORT,2,124.77,249.54,Occitanie,Carte bancaire,Livrée
T00643,2024-03-13,C0104,P009,Câble USB-C,Électronique,1,14.72,14.72,Occitanie,Carte bancaire,Livrée
T00644,2024-08-14,C0006,P007,Casque Bluetooth,Électronique,1,138.76,138.76,Auvergne-Rhône-Alpes,PayPal,Livrée
T00645,2024-11-14,C0278,P008,Enceinte portable,Électronique,1,79.75,79.75,Nouvelle-Aquitaine,PayPal,Livrée
T00646,2024-01-30,C0282,P004,Chaussures running,Sport,1,120.82,120.82,Île-de-France,PayPal,Annulée
T00647,2024-10-26,C0255,P008,Enceinte portable,Électronique,2,71.92,143.84,PACA,Carte bancaire,Livrée
T00648,2024-05-26,C0179,P008,Enceinte portable,Électronique,4,69.98,279.92,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00649,2024-10-16,C0203,P012,BD jeunesse,Livres,1,18.5,18.5,Bretagne,Carte bancaire,Livrée
T00650,2024-04-28,C0243,P010,Livre cuisine italienne,Livres,1,27.63,27.63,Île-de-France,Carte bancaire,Livrée
T00651,2024-10-14,C0113,P011,Roman policier,Livres,1,21.7,21.7,Île-de-France,PayPal,Livrée
T00652,2024-10-01,C0036,P009,Câble USB-C,Électronique,1,14.11,14.11,Grand Est,Carte bancaire,Livrée
T00653,2024-09-06,C0111,P014,Parfum floral,Beauté,2,68.62,137.24,Auvergne-Rhône-Alpes,,Livrée
T00654,2024-09-14,C0078,P010,Livre cuisine italienne,Livres,1,25.5,25.5,Bretagne,Carte bancaire,Livrée
T00655,2024-11-24,C0046,P013,Crème hydratante,Beauté,1,30.14,30.14,,Carte bancaire,Livrée
T00656,2024-02-12,C0026,P011,Roman policier,Livres,1,21.39,21.39,Île-de-France,Carte bancaire,Livrée
T00657,2024-10-12,C0016,P002,Jeans slim,Vêtements,3,61.2,183.6,Pays de la Loire,Carte bancaire,Livrée
T00658,2024-09-26,C0038,P006,Tapis de yoga,Sport,1,37.91,37.91,Auvergne-Rhône-Alpes,Chèque cadeau,Livrée
T00659,2024-11-29,C0224,P004,Chaussures running,Sport,1,116.65,116.65,Occitanie,Carte bancaire,Livrée
T00660,2024-07-03,C0279,P004,Chaussures running,Sport,1,104.3,104.3,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00661,2024-12-29,C0029,P003,Pull laine merinos,Vêtements,1,78.68,78.68,Île-de-France,Carte bancaire,Livrée
T00662,2024-10-28,C0134,P001,T-shirt coton bio,Vêtements,1,26.09,26.09,Bretagne,PayPal,Livrée
T00663,2024-09-04,C0019,P003,Pull laine merinos,Vêtements,1,79.35,79.35,Bretagne,Carte bancaire,Livrée
T00664,2024-09-16,C0195,P015,Rouge à lèvres,Beauté,1,21.54,21.54,Bretagne,Carte bancaire,Livrée
T00665,2024-02-12,C0053,P009,Câble USB-C,Électronique,2,14.0,28.0,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00666,2024-11-10,C0161,P002,Jeans slim,Vêtements,3,57.48,172.44,Grand Est,Carte bancaire,Livrée
T00667,2024-04-07,C0280,P014,Parfum floral,Beauté,1,65.38,65.38,Île-de-France,Carte bancaire,Livrée
T00668,2024-07-11,C0114,P013,Crème hydratante,Beauté,2,29.96,59.92,Hauts-de-France,Carte bancaire,Livrée
T00669,2024-03-26,C0160,P003,Pull laine merinos,Vêtements,1,88.49,88.49,Île-de-France,PayPal,Livrée
T00670,2024-06-14,C0052,P014,Parfum floral,Beauté,1,71.15,71.15,Occitanie,Carte bancaire,Livrée
T00671,2024-09-23,C0176,P008,Enceinte portable,Électronique,1,70.93,70.93,PACA,Chèque cadeau,Annulée
T00672,2024-01-31,C0016,P004,Chaussures running,Sport,2,124.5,249.0,,Carte bancaire,Livrée
T00673,2024-12-03,C0284,P014,Parfum floral,Beauté,1,66.59,66.59,Occitanie,Carte bancaire,Livrée
T00674,2024-04-02,C0240,P012,BD jeunesse,Livres,2,15.81,31.62,Île-de-France,Carte bancaire,Livrée
T00675,2024-12-02,C0155,P004,Chaussures running,Sport,1,106.54,106.54,,PayPal,Livrée
T00676,2024-08-28,C0034,P001,T-shirt coton bio,Vêtements,1,23.33,23.33,,Carte bancaire,En cours
T00677,2024-03-02,C0274,P014,Parfum floral,Beauté,1,67.92,67.92,Occitanie,Carte bancaire,Livrée
T00678,2024-09-27,C0174,P014,Parfum floral,Beauté,3,67.89,203.67,Île-de-France,Carte bancaire,Livrée
T00679,2024-07-03,C0169,P003,Pull laine merinos,Vêtements,1,82.16,82.16,Grand Est,Carte bancaire,Annulée
T00680,2024-09-18,C0210,P010,Livre cuisine italienne,Livres,1,26.38,26.38,PACA,Carte bancaire,Livrée
T00681,2024-12-10,C0113,P002,Jeans slim,Vêtements,1,56.49,56.49,Bretagne,Carte bancaire,Livrée
T00682,2024-10-18,C0088,P012,BD jeunesse,Livres,2,17.77,35.54,Pays de la Loire,Carte bancaire,Annulée
T00683,2024-01-19,C0120,P014,Parfum floral,BEAUTÉ,1,65.42,65.42,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00684,2024-03-21,C0013,P004,Chaussures running,Sport,1,109.8,109.8,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00685,2024-02-10,C0159,P005,Ballon de foot,Sport,1,28.79,28.79,Île-de-France,Carte bancaire,Annulée
T00686,2024-05-11,C0127,P003,Pull laine merinos,Vêtements,1,81.85,81.85,Île-de-France,PayPal,Livrée
T00687,2024-11-24,C0117,P005,Ballon de foot,Sport,1,25.97,25.97,Île-de-France,Carte bancaire,En cours
T00688,2024-11-04,C0164,P003,Pull laine merinos,Vêtements,4,88.25,353.0,Hauts-de-France,Carte bancaire,Livrée
T00689,2024-03-25,C0104,P003,Pull laine merinos,Vêtements,1,73.89,73.89,PACA,Virement,Livrée
T00690,2024-11-28,C0054,P011,Roman policier,Livres,1,21.58,21.58,Occitanie,Carte bancaire,Livrée
T00691,2024-09-19,C0171,P008,Enceinte portable,Électronique,1,74.16,74.16,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00692,2024-11-28,C0279,P013,Crème hydratante,Beauté,1,33.8,33.8,Île-de-France,PayPal,Annulée
T00693,2024-09-19,C0094,P011,Roman policier,Livres,1,19.15,19.15,Grand Est,Carte bancaire,Livrée
T00694,2024-01-27,C0068,P001,T-shirt coton bio,Vêtements,1,24.44,24.44,,Carte bancaire,Livrée
T00695,2024-05-11,C0211,P014,Parfum floral,Beauté,1,67.9,67.9,Bretagne,PayPal,En cours
T00696,2024-05-27,C0238,P014,Parfum floral,Beauté,1,74.54,74.54,Pays de la Loire,Carte bancaire,Livrée
T00697,2024-08-25,C0259,P010,Livre cuisine italienne,Livres,1,25.43,25.43,Hauts-de-France,Carte bancaire,Livrée
T00698,2024-09-05,C0224,P015,Rouge à lèvres,Beauté,1,18.91,18.91,Auvergne-Rhône-Alpes,PayPal,Livrée
T00699,2024-07-16,C0007,P008,Enceinte portable,Électronique,1,75.71,75.71,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00700,2024-07-12,C0259,P011,Roman policier,Livres,1,18.94,18.94,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00701,2024-04-15,C0170,P002,Jeans slim,Vêtements,1,63.67,63.67,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00702,2024-08-14,C0254,P004,Chaussures running,Sport,1,111.66,111.66,Bretagne,Virement,En cours
T00703,2024-03-13,C0079,P003,Pull laine merinos,Vêtements,1,76.0,76.0,Occitanie,Virement,En cours
T00704,2024-10-03,C0146,P004,Chaussures running,Sport,1,113.3,113.3,PACA,Carte bancaire,Livrée
T00705,2024-06-22,C0123,P011,Roman policier,Livres,2,18.76,37.52,PACA,Virement,Livrée
T00706,2024-10-17,C0262,P012,BD jeunesse,Livres,1,17.27,17.27,PACA,PayPal,Livrée
T00707,2024-02-18,C0044,P006,Tapis de yoga,Sport,1,41.47,41.47,Île-de-France,Carte bancaire,Livrée
T00708,2024-02-02,C0030,P013,Crème hydratante,Beauté,1,32.27,32.27,PACA,Virement,Livrée
T00709,2024-03-10,C0151,P001,T-shirt coton bio,Vêtements,1,23.18,23.18,Pays de la Loire,PayPal,Livrée
T00710,2024-02-05,C0293,P013,Crème hydratante,Beauté,1,34.57,34.57,Grand Est,Carte bancaire,Livrée
T00711,2024-05-08,C0223,P004,Chaussures running,Sport,1,124.2,124.2,Île-de-France,Carte bancaire,Livrée
T00712,2024-09-06,C0080,P006,Tapis de yoga,Sport,1,36.97,36.97,Pays de la Loire,Carte bancaire,Livrée
T00713,2024-09-11,C0114,P011,Roman policier,Livres,1,22.25,22.25,Grand Est,Carte bancaire,Livrée
T00714,2024-12-24,C0029,P013,Crème hydratante,Beauté,1,31.48,31.48,PACA,Chèque cadeau,Livrée
T00715,2024-05-24,C0111,P007,Casque Bluetooth,Électronique,1,136.45,136.45,Île-de-France,Carte bancaire,Annulée
