id_transaction,id_client,montant,heure,jour_semaine,delai_depuis_derniere_min,nb_transactions_1h,nb_transactions_24h,distance_domicile_km,pays,type_commercant,canal_paiement,age_compte_annees,score_ip,est_fraude
TX00004073,4976,26.63,22,5,35.4,1,4,5.1,France,Restaurant,Carte physique,8.5,81.8,0
TX00004074,2470,52.31,5,2,53.3,2,5,0.6,France,Autre,Carte physique,9.4,58.8,0
TX00004075,1787,12.73,8,1,62.8,0,4,0.3,France,Autre,Carte physique,3.7,42.8,0
TX00004076,1280,16.56,15,2,175.6,0,2,1.7,France,Alimentaire,En ligne,6.4,63.8,0
TX00004077,1070,740.55,9,0,2.4,1,7,1.4,France,Alimentaire,En ligne,2.3,30.6,0
TX00004078,1800,4.82,11,5,213.8,1,2,2.2,France,Luxe,Carte physique,5.3,55.0,0
TX00004079,3248,95.81,11,4,195.0,1,4,9.1,France,Alimentaire,En ligne,2.3,57.8,0
TX00004080,1041,14.18,13,1,99.5,1,9,1.4,France,Autre,En ligne,14.7,54.8,0
TX00004081,1733,31.59,16,1,3.8,0,1,1.0,France,Santé,Sans contact,9.0,23.0,0
TX00004082,3083,127.54,11,0,46.8,0,5,7.9,France,Alimentaire,Carte physique,5.0,37.0,0
TX00004083,4781,57.18,10,0,84.1,2,10,1.1,France,Alimentaire,Carte physique,2.6,50.1,0
TX00004084,2238,8.79,3,5,49.7,1,1,7.0,France,E-commerce,En ligne,7.3,51.4,0
TX00004085,4322,19.41,1,0,71.1,1,3,3.5,France,Autre,En ligne,12.8,54.0,0
TX00004086,4590,157.57,23,4,62.4,1,3,6.2,France,Voyage,Mobile,4.3,31.8,0
TX00004087,4997,13.21,17,6,15.7,0,6,12.5,UE,E-commerce,Mobile,5.7,55.4,0
TX00004088,1567,178.09,14,4,5.8,0,4,0.6,France,Station-service,Sans contact,6.2,68.5,0
TX00004089,3879,226.45,10,4,31.9,2,4,11.5,UE,Autre,Mobile,4.1,,0
TX00004090,2794,57.76,10,2,2.5,2,9,1.4,Hors-UE,Alimentaire,Carte physique,8.3,34.1,0
TX00004091,1207,47.34,23,5,101.0,1,2,3.5,France,Voyage,Sans contact,9.3,54.4,0
TX00004092,1996,4.5,21,2,5.4,1,4,4.7,France,Santé,En ligne,4.3,66.3,0
TX00004093,4886,16.43,2,1,70.0,0,3,1.2,UE,Alimentaire,Mobile,1.9,70.3,0
TX00004094,4598,73.83,21,1,1.0,2,4,14.3,France,Alimentaire,Carte physique,6.3,78.9,0
TX00004095,3953,316.13,19,0,41.4,0,6,3.7,France,Voyage,Sans contact,9.2,,0
TX00004096,2380,32.63,10,0,23.1,1,4,8.7,France,Autre,En ligne,5.7,60.3,0
TX00004097,3089,29.78,14,4,2.4,0,4,3.3,France,E-commerce,Carte physique,9.1,54.0,0
TX00004098,3981,6.6,9,6,17.0,0,2,3.5,France,Alimentaire,En ligne,3.8,75.4,0
TX00004099,2311,10.04,15,6,26.8,2,8,4.2,France,Luxe,Carte physique,1.7,52.0,0
TX00004100,3483,6.82,2,2,46.2,1,7,3.0,France,Restaurant,En ligne,5.1,38.7,0
TX00004101,2033,40.28,8,6,22.3,0,5,5.7,France,Autre,En ligne,6.5,58.4,0
TX00004102,3434,25.56,3,3,6.1,0,3,2.9,UE,Autre,Sans contact,3.6,65.6,0
TX00004103,4413,28.88,10,5,78.8,2,3,4.9,France,E-commerce,Mobile,4.9,26.2,0
TX00004104,4049,34.18,7,3,14.2,1,5,0.7,UE,Station-service,Carte physique,6.0,43.4,0
TX00004105,4631,42.56,13,5,98.8,0,1,8.4,UE,Alimentaire,Carte physique,0.5,35.6,0
TX00004106,2417,59.87,14,0,246.7,1,3,13.8,France,Autre,En ligne,8.1,44.3,0
TX00004107,1164,12.71,18,1,3.6,0,5,3.0,Hors-UE,E-commerce,En ligne,2.6,66.7,0
TX00004108,4036,672.71,2,3,64.6,2,3,2.2,France,Autre,Sans contact,11.3,40.5,0
TX00004109,1666,17.83,14,5,1.3,1,5,3.9,France,E-commerce,Sans contact,4.0,70.3,0
TX00004110,4162,42.61,22,1,29.8,1,5,9.6,France,Autre,Sans contact,7.4,37.3,0
TX00004111,4527,6.9,6,6,44.8,0,2,2.8,France,Autre,En ligne,8.8,36.7,0
TX00004112,2023,95.13,2,2,94.6,0,7,0.6,France,Santé,Carte physique,7.7,71.2,0
TX00004113,4758,45.58,18,2,63.9,2,3,5.8,France,Restaurant,Carte physique,3.4,71.1,0
TX00004114,3533,286.29,22,1,39.9,1,4,0.4,France,Station-service,Carte physique,3.2,49.4,0
TX00004115,3571,56.28,21,1,22.8,0,8,13.8,France,Alimentaire,En ligne,10.4,54.9,0
TX00004116,2140,70.99,3,0,8.2,0,5,11.9,Hors-UE,Alimentaire,Carte physique,9.6,58.8,0
TX00004117,2487,10.67,22,2,44.2,1,3,0.5,Hors-UE,Autre,En ligne,19.9,62.1,0
TX00004118,1607,22.86,15,3,200.0,2,4,0.7,Hors-UE,Alimentaire,Sans contact,10.2,63.7,0
TX00004119,3467,12.74,23,4,52.7,0,4,8.4,France,Santé,Carte physique,9.7,53.5,0
TX00004120,1749,9.12,23,3,25.4,2,2,1.5,France,Station-service,Sans contact,5.1,46.5,0
TX00004121,3639,423.97,13,4,10.5,1,6,1.1,France,E-commerce,Carte physique,5.6,53.5,0
TX00004122,1525,148.46,5,0,34.2,2,8,1.5,France,Station-service,Carte physique,4.2,33.0,0
TX00004123,3222,30.32,6,4,46.3,1,3,4.9,France,Santé,Carte physique,5.0,57.3,0
TX00004124,1529,51.43,4,1,14.0,1,3,3.1,France,Station-service,En ligne,2.0,64.5,0
TX00004125,2497,65.37,10,2,203.9,2,4,0.5,UE,Restaurant,Carte physique,3.8,62.9,0
TX00004126,4101,64.49,20,3,18.4,0,4,1.4,Hors-UE,Autre,Carte physique,6.5,50.2,0
TX00004127,1194,41.16,2,0,143.6,1,3,3.2,France,Autre,Mobile,6.5,73.6,0
TX00004128,2234,67.53,19,5,2.1,2,7,3.5,France,Alimentaire,Carte physique,6.3,36.2,0
TX00004129,2726,16.69,5,2,6.1,1,4,5.6,Hors-UE,Luxe,Carte physique,6.0,66.5,0
TX00004130,2907,158.91,7,4,12.7,1,1,10.6,France,Station-service,Carte physique,12.0,56.6,0
TX00004131,2871,211.63,22,3,108.2,1,9,3.4,UE,Alimentaire,En ligne,8.0,51.8,0
TX00004132,3860,50.84,5,1,107.2,0,4,5.3,UE,Alimentaire,Carte physique,12.3,41.7,0
TX00004133,3328,20.51,4,2,38.6,2,2,,UE,E-commerce,En ligne,7.6,73.7,0
TX00004134,3158,11.86,10,0,110.1,1,5,0.8,France,Luxe,Carte physique,4.4,55.7,0
TX00004135,4602,205.31,7,3,17.3,0,2,1.0,France,Station-service,En ligne,11.3,24.7,0
TX00004136,1605,63.94,21,4,185.3,1,4,6.5,France,E-commerce,En ligne,2.6,71.2,0
TX00004137,1337,98.68,21,3,65.6,2,2,2.8,France,Alimentaire,Carte physique,4.1,58.3,0
TX00004138,3013,19.72,0,1,83.6,1,5,2.0,France,E-commerce,Carte physique,3.9,47.4,0
TX00004139,3489,3.72,7,3,121.2,0,4,4.0,France,Station-service,En ligne,7.1,59.4,0
TX00004140,1322,32.21,10,5,23.6,1,4,6.7,France,E-commerce,Carte physique,4.4,37.3,0
TX00004141,2271,52.27,23,0,35.0,1,4,14.6,France,E-commerce,Carte physique,4.6,23.3,0
TX00004142,2805,62.57,1,2,20.4,1,7,0.6,France,Autre,Carte physique,1.2,59.3,0
TX00004143,4450,179.32,11,0,189.5,1,6,5.7,France,E-commerce,Carte physique,5.2,30.6,0
TX00004144,3602,2.22,21,2,4.8,0,4,0.5,France,Alimentaire,Sans contact,1.9,69.0,0
TX00004145,4933,8.68,12,0,77.4,0,3,9.3,France,E-commerce,En ligne,4.2,49.5,0
TX00004146,1628,66.15,15,1,34.0,0,5,1.4,France,Alimentaire,En ligne,4.0,32.4,0
TX00004147,3669,105.77,14,3,9.2,0,5,12.2,France,E-commerce,Carte physique,11.9,51.3,0
TX00004148,3667,14.51,22,3,16.6,0,3,1.2,France,Autre,Sans contact,2.8,62.1,0
TX00004149,3301,66.76,20,4,32.8,0,5,,France,Santé,En ligne,9.8,62.8,0
TX00004150,4134,24.12,0,5,170.8,4,6,14.5,UE,E-commerce,Carte physique,7.9,46.6,0
TX00004151,1243,43.57,14,6,156.6,2,8,2.4,France,Alimentaire,Sans contact,14.7,83.9,0
TX00004152,4531,31.23,6,6,25.7,1,2,31.1,France,Station-service,En ligne,3.5,33.1,0
TX00004153,2467,123.55,3,0,78.1,0,2,5.4,France,Alimentaire,Mobile,1.3,67.8,0
TX00004154,3832,40.32,12,1,54.4,0,2,4.2,UE,E-commerce,Carte physique,1.8,57.1,0
TX00004155,3791,6.71,13,5,79.2,0,1,5.6,France,Santé,En ligne,8.9,37.7,0
TX00004156,4234,204.03,20,3,222.2,1,3,2.8,France,Alimentaire,En ligne,1.7,23.6,0
TX00004157,2008,233.4,0,6,65.4,0,6,7.0,France,Restaurant,En ligne,8.4,46.1,0
TX00004158,1975,17.02,23,1,42.4,1,2,0.7,UE,Alimentaire,Carte physique,2.7,67.8,0
TX00004159,2611,17.65,20,5,70.1,0,4,3.4,France,Restaurant,Sans contact,10.4,77.1,0
TX00004160,4257,155.92,2,0,8.3,0,6,1.6,France,Alimentaire,Carte physique,7.4,23.4,0
TX00004161,1851,31.59,2,0,231.2,1,4,2.7,UE,Alimentaire,Mobile,18.0,36.9,0
TX00004162,2163,90.4,13,2,25.6,0,3,,Hors-UE,E-commerce,Sans contact,2.4,54.5,0
TX00004163,3878,72.98,23,0,112.2,0,3,8.0,France,Restaurant,Carte physique,8.0,80.1,0
TX00004164,1620,82.42,12,5,9.4,2,2,19.9,France,E-commerce,En ligne,3.1,64.8,0
TX00004165,1720,4.67,1,2,21.4,0,3,5.8,UE,Alimentaire,Sans contact,6.1,64.1,0
TX00004166,4554,5.92,6,6,36.4,0,2,10.9,UE,E-commerce,Carte physique,6.6,21.4,0
TX00004167,3004,32.99,11,1,84.6,2,4,1.8,France,Alimentaire,Mobile,8.4,69.0,0
TX00004168,1557,14.13,11,2,30.5,3,1,2.7,France,Station-service,En ligne,3.7,68.8,0
TX00004169,2775,5.39,14,3,36.9,1,3,12.8,France,Alimentaire,Sans contact,1.7,52.9,0
TX00004170,1493,110.38,2,0,50.3,0,1,4.5,France,Voyage,Carte physique,1.3,49.4,0
TX00004171,1755,45.36,20,4,80.2,4,5,2.2,France,Alimentaire,Carte physique,8.8,69.6,0
TX00004172,1791,912.64,19,2,85.9,2,1,8.1,France,E-commerce,Carte physique,9.1,43.7,0
TX00004173,4321,85.23,22,4,246.5,1,3,1.3,France,E-commerce,En ligne,6.4,58.0,0
TX00004174,2719,9.31,0,1,3.6,1,4,2.5,France,Alimentaire,Mobile,4.0,59.2,0
TX00004175,4058,242.67,14,2,177.5,0,3,1.4,France,Restaurant,Mobile,7.8,81.2,0
TX00004176,4567,15.71,0,2,161.8,0,6,3.0,France,Station-service,Carte physique,7.5,66.1,0
TX00004177,2520,34.2,15,5,18.7,1,2,5.9,UE,Santé,En ligne,5.9,40.9,0
TX00004178,4389,137.16,8,2,4.7,1,3,2.8,France,Restaurant,Mobile,2.6,40.9,0
TX00004179,4983,18.4,14,4,51.0,1,2,5.3,France,Autre,En ligne,5.0,45.2,0
TX00004180,3586,31.81,1,4,32.3,1,5,7.4,France,Alimentaire,En ligne,7.6,29.6,0
TX00004181,4400,45.34,6,6,22.1,2,3,1.1,France,Station-service,Sans contact,6.2,44.7,0
TX00004182,4633,28.54,1,2,33.4,0,6,0.5,UE,Alimentaire,En ligne,4.4,38.2,0
TX00004183,1300,165.45,4,4,2.1,1,4,0.6,France,Voyage,Carte physique,5.9,58.2,0
TX00004184,3067,13.73,21,5,241.5,1,5,4.7,France,Alimentaire,En ligne,8.5,46.9,0
TX00004185,3712,67.75,16,6,35.8,2,4,3.7,France,Station-service,Carte physique,3.7,67.1,0
TX00004186,2984,47.76,18,2,19.6,1,2,13.5,France,E-commerce,En ligne,16.8,13.3,0
TX00004187,2405,10.24,22,2,27.4,0,2,6.0,France,E-commerce,Carte physique,4.9,,0
TX00004188,3512,40.75,22,2,146.1,0,4,10.1,UE,Autre,En ligne,6.9,57.1,0
TX00004189,4457,86.2,0,1,28.3,3,9,0.1,UE,Alimentaire,Carte physique,7.9,24.6,0
TX00004190,1225,46.85,11,3,4.3,1,5,3.5,Hors-UE,Alimentaire,Sans contact,3.5,52.0,0
TX00004191,3768,99.11,10,0,44.4,0,7,,France,Santé,Sans contact,3.8,36.7,0
TX00004192,2764,33.26,16,3,13.1,0,3,1.1,France,Autre,En ligne,3.5,63.8,0
TX00004193,3305,6.8,6,1,45.9,1,5,0.7,France,Restaurant,En ligne,3.7,30.1,0
TX00004194,1585,130.61,9,5,232.2,0,6,0.7,France,Voyage,Carte physique,1.0,45.0,0
TX00004195,1242,59.68,17,3,36.8,0,2,0.3,France,E-commerce,Carte physique,7.5,28.0,0
TX00004196,1968,20.58,17,4,1.0,2,3,2.5,France,E-commerce,Carte physique,6.2,43.6,0
TX00004197,3851,7.52,3,1,29.6,0,2,4.6,France,Station-service,Mobile,6.4,57.5,0
TX00004198,4254,93.47,4,1,12.7,2,9,0.1,France,Alimentaire,En ligne,5.8,45.1,0
TX00004199,2284,57.33,8,3,126.2,1,8,5.2,France,Autre,Carte physique,2.8,71.4,0
TX00004200,3687,23.71,17,3,11.1,0,4,4.2,France,E-commerce,Carte physique,1.6,13.2,0
TX00004201,4286,75.12,6,1,112.8,0,4,0.8,France,E-commerce,Sans contact,2.2,33.3,0
TX00004202,4307,19.43,6,5,12.2,0,3,2.6,France,Voyage,Sans contact,9.5,,0
TX00004203,4386,73.58,13,1,37.7,1,4,5.7,UE,E-commerce,Sans contact,5.6,61.4,0
TX00004204,1324,10.91,23,2,16.4,1,5,1.9,France,Alimentaire,Carte physique,12.0,68.2,0
TX00004205,3339,1.0,5,5,120.6,1,2,3.5,UE,Santé,Carte physique,5.1,53.3,0
TX00004206,4899,69.71,23,1,241.2,0,3,3.0,France,Station-service,Carte physique,9.0,34.4,0
TX00004207,1825,26.47,12,5,12.1,0,10,1.4,Hors-UE,Alimentaire,Carte physique,11.0,44.9,0
TX00004208,3755,17.88,9,4,44.7,1,5,0.3,France,E-commerce,En ligne,1.7,62.4,0
TX00004209,2922,35.41,21,3,75.8,2,5,1.9,France,E-commerce,Sans contact,2.3,39.3,0
TX00004210,2113,163.29,6,1,12.5,1,2,2.2,Hors-UE,Santé,Carte physique,1.6,58.8,0
TX00004211,4367,93.09,0,0,60.8,1,4,7.3,France,Santé,Carte physique,1.5,43.0,0
TX00004212,3166,113.04,16,1,22.7,0,5,1.4,France,Autre,Carte physique,3.9,,0
TX00004213,3526,8.97,17,4,54.0,3,4,13.1,France,Restaurant,Carte physique,4.3,40.1,0
TX00004214,2985,15.61,16,4,12.8,2,6,4.5,France,Voyage,Carte physique,4.2,66.8,0
TX00004215,1158,41.7,21,3,56.6,1,4,10.4,France,Station-service,Carte physique,3.5,67.9,0
TX00004216,3016,9.28,13,0,10.3,1,1,0.8,France,Santé,Sans contact,10.6,69.0,0
TX00004217,3635,45.71,20,4,10.0,0,5,19.2,France,E-commerce,Carte physique,6.3,54.9,0
TX00004218,2288,42.05,13,5,3.2,1,7,2.7,France,Alimentaire,Carte physique,1.6,43.1,0
TX00004219,1732,9.78,17,0,14.0,0,1,17.9,UE,Santé,Carte physique,1.1,49.6,0
TX00004220,4118,101.37,3,0,5.6,2,12,7.1,Hors-UE,Alimentaire,En ligne,7.3,58.8,0
TX00004221,2033,204.99,16,1,136.9,0,3,0.2,France,Station-service,Carte physique,4.5,80.9,0
TX00004222,1165,6.15,18,4,8.9,1,2,0.5,France,E-commerce,En ligne,8.2,,0
TX00004223,3476,29.05,20,3,15.7,1,3,14.6,France,Alimentaire,Sans contact,4.6,60.0,0
TX00004224,4571,200.22,9,1,266.5,3,3,3.7,France,Restaurant,En ligne,16.0,75.7,0
TX00004225,3872,11.19,8,4,22.0,1,2,1.1,France,Santé,En ligne,5.5,54.7,0
TX00004226,4557,8.41,1,5,17.1,3,2,4.2,France,Alimentaire,Sans contact,5.2,66.2,0
TX00004227,1876,4.16,0,2,8.8,0,5,7.7,France,Alimentaire,En ligne,4.2,77.0,0
TX00004228,2845,4.77,3,6,29.4,0,8,0.1,France,Restaurant,En ligne,8.8,56.5,0
TX00004229,3336,24.92,9,4,75.0,1,1,20.9,France,Santé,Carte physique,7.4,68.6,0
TX00004230,3781,43.24,22,6,50.6,0,1,5.6,France,Station-service,En ligne,4.4,43.8,0
TX00004231,3184,76.19,13,1,28.6,0,4,0.1,France,Voyage,Mobile,3.9,56.7,0
TX00004232,3355,6.46,14,6,233.8,1,2,9.9,France,E-commerce,Sans contact,2.1,50.8,0
TX00004233,4319,68.13,3,1,8.4,1,3,1.1,Hors-UE,Alimentaire,Carte physique,6.8,58.4,0
TX00004234,3389,17.14,12,2,186.5,1,3,,France,E-commerce,Sans contact,2.2,62.3,0
TX00004235,4140,100.26,7,5,29.3,0,3,3.5,France,Alimentaire,Carte physique,7.6,40.8,0
TX00004236,1753,27.88,8,4,132.2,5,2,0.2,France,Alimentaire,En ligne,4.8,58.6,0
TX00004237,4352,203.69,17,0,4.7,1,3,5.7,France,Alimentaire,Sans contact,3.0,44.8,0
TX00004238,1102,5.62,2,2,15.9,0,3,1.2,France,Luxe,En ligne,3.0,51.0,0
TX00004239,2893,84.11,20,6,26.8,0,0,4.9,France,Station-service,Carte physique,4.4,47.0,0
TX00004240,4302,37.18,11,0,55.6,0,3,8.2,France,E-commerce,Sans contact,3.2,56.6,0
TX00004241,2287,122.71,14,6,126.3,3,3,8.4,France,Alimentaire,Carte physique,5.7,26.3,0
TX00004242,1762,39.94,18,1,78.5,0,7,1.3,France,E-commerce,En ligne,7.8,47.4,0
TX00004243,1606,13.77,13,3,66.8,0,2,2.1,France,E-commerce,En ligne,8.1,27.5,0
TX00004244,4601,4.72,0,6,29.8,1,5,5.2,France,Autre,Mobile,4.6,66.1,0
TX00004245,1199,22.15,14,2,21.5,0,1,4.2,France,E-commerce,En ligne,4.8,50.9,0
TX00004246,3876,167.08,20,2,63.4,1,1,1.5,France,Autre,Carte physique,8.3,55.6,0
TX00004247,1213,6.93,8,6,14.0,1,5,4.4,France,Autre,En ligne,2.2,58.5,0
TX00004248,4409,84.13,2,6,11.1,1,8,7.0,France,Station-service,Mobile,8.3,74.6,0
TX00004249,2014,168.77,20,1,10.3,0,7,33.7,France,Autre,Mobile,4.7,53.6,0
TX00004250,2230,20.46,10,3,53.0,2,3,7.4,France,Autre,Carte physique,3.9,30.4,0
TX00004251,3732,114.12,13,4,12.3,1,3,11.0,France,E-commerce,Carte physique,4.9,66.0,0
TX00004252,1918,160.08,9,0,45.1,1,3,4.3,France,Alimentaire,Carte physique,2.1,57.1,0
TX00004253,1905,3.88,12,3,5.2,1,7,6.7,France,Autre,Carte physique,5.2,39.9,0
TX00004254,3517,113.16,9,6,8.4,2,7,2.7,France,E-commerce,En ligne,6.0,63.0,0
TX00004255,4115,41.47,3,4,157.8,3,2,1.9,France,Santé,En ligne,6.7,49.7,0
TX00004256,1444,2.14,12,2,23.0,0,5,8.7,France,Santé,En ligne,4.8,43.0,0
TX00004257,1367,124.4,14,4,39.6,0,1,1.7,France,Santé,Carte physique,4.6,56.6,0
TX00004258,3407,13.42,15,6,181.2,1,2,1.4,France,Alimentaire,Carte physique,4.5,61.7,0
TX00004259,4529,99.32,20,5,5.2,0,5,1.3,France,Alimentaire,Carte physique,5.6,56.5,0
TX00004260,4181,33.05,0,4,212.8,1,4,0.8,UE,Restaurant,Sans contact,4.4,66.9,0
TX00004261,3309,5.46,5,4,26.6,1,3,5.8,France,E-commerce,Sans contact,11.5,24.5,0
TX00004262,3343,76.14,5,3,260.2,1,1,6.5,France,E-commerce,Sans contact,5.9,33.2,0
TX00004263,2560,370.52,4,2,1.1,0,3,11.7,France,E-commerce,En ligne,7.1,60.5,0
TX00004264,1424,18.87,0,3,101.5,1,4,3.1,France,Station-service,Carte physique,16.2,33.7,0
TX00004265,3158,47.33,23,2,51.8,1,2,10.1,France,Restaurant,En ligne,2.0,56.4,0
TX00004266,2112,29.8,12,2,75.5,2,4,11.7,Hors-UE,Santé,Carte physique,5.4,67.6,0
TX00004267,1042,187.42,12,2,85.8,3,2,0.4,France,E-commerce,Carte physique,3.8,59.2,0
TX00004268,3042,57.37,19,0,37.0,0,6,1.2,France,Alimentaire,Carte physique,6.1,63.5,0
TX00004269,2420,20.85,14,2,3.2,3,6,2.3,France,Restaurant,Carte physique,8.9,51.5,0
TX00004270,4386,45.59,16,4,2.9,1,4,1.4,France,Alimentaire,En ligne,2.5,37.3,0
TX00004271,4920,26.54,16,1,50.4,0,0,19.7,France,E-commerce,Mobile,6.2,,0
TX00004272,2372,5.55,6,0,28.8,0,6,2.1,France,Santé,Carte physique,1.8,31.5,0
TX00004273,1642,6.66,7,4,32.2,3,5,7.8,France,Santé,En ligne,11.8,47.9,0
TX00004274,1844,18.21,21,3,58.8,1,8,9.1,UE,Alimentaire,Sans contact,3.6,72.3,0
TX00004275,1423,5.92,16,4,46.8,0,1,4.2,France,Alimentaire,Carte physique,3.6,52.6,0
TX00004276,2718,80.66,18,0,17.1,3,6,14.5,France,Station-service,Mobile,4.3,45.5,0
TX00004277,4315,14.64,23,4,50.4,2,4,9.8,France,Restaurant,Carte physique,4.9,,0
TX00004278,4244,44.09,9,6,55.2,1,4,1.3,France,Alimentaire,Carte physique,9.8,78.5,0
TX00004279,2494,181.75,8,5,127.6,1,3,6.0,France,Restaurant,En ligne,5.0,39.6,0
TX00004280,3781,7.08,22,0,63.7,3,3,0.7,Hors-UE,Luxe,En ligne,5.4,75.7,0
TX00004281,4915,157.81,0,6,10.7,3,5,0.8,France,Alimentaire,En ligne,2.5,33.4,0
TX00004282,3049,82.26,8,3,52.2,0,3,2.1,France,Restaurant,Carte physique,8.7,76.9,0
TX00004283,1287,32.83,23,1,103.2,1,5,0.8,France,Restaurant,Mobile,4.6,64.5,0
TX00004284,4268,49.08,21,5,61.4,1,6,10.8,France,Alimentaire,Carte physique,5.4,63.7,0
TX00004285,3368,22.17,22,4,73.6,1,4,5.2,France,E-commerce,En ligne,3.2,78.4,0
TX00004286,3683,20.43,23,6,62.0,0,2,4.2,France,Alimentaire,En ligne,6.4,53.5,0
TX00004287,2335,61.34,4,5,65.6,2,3,7.9,France,E-commerce,En ligne,1.9,54.7,0
TX00004288,2262,22.43,4,4,46.0,0,3,5.1,UE,Autre,Carte physique,9.3,51.1,0
TX00004289,4521,9.58,2,4,32.0,0,4,4.6,France,Alimentaire,En ligne,3.8,64.9,0
TX00004290,2666,61.52,9,3,77.8,1,2,2.4,France,Alimentaire,En ligne,12.5,20.2,0
TX00004291,1416,28.59,2,6,13.7,0,5,2.1,France,Restaurant,Carte physique,1.5,59.3,0
TX00004292,3132,22.47,6,1,36.9,0,4,2.1,France,E-commerce,Sans contact,1.7,39.4,0
TX00004293,4828,147.71,4,0,89.1,1,4,0.5,France,Alimentaire,En ligne,9.2,49.9,0
TX00004294,4304,183.0,7,0,1.4,1,1,1.0,France,Restaurant,Carte physique,7.0,43.7,0
TX00004295,4035,69.86,14,4,108.7,2,5,19.2,UE,Station-service,En ligne,5.7,46.8,0
TX00004296,2140,101.87,12,1,69.9,1,9,0.1,France,E-commerce,Sans contact,6.2,75.2,0
TX00004297,3378,29.35,15,6,3.1,1,6,4.5,France,Voyage,Sans contact,9.0,50.9,0
TX00004298,2063,8.0,20,3,139.4,1,3,0.9,France,E-commerce,Sans contact,6.5,23.7,0
TX00004299,3064,13.34,15,4,45.6,0,3,1.1,France,Santé,Sans contact,5.0,41.7,0
TX00004300,2566,12.88,14,4,36.2,2,4,18.5,Hors-UE,Alimentaire,Sans contact,5.5,65.0,0
TX00004301,2867,81.96,8,6,283.2,0,5,8.8,UE,E-commerce,Sans contact,3.1,60.7,0
TX00004302,2868,290.01,4,5,80.4,2,3,2.0,UE,Alimentaire,Carte physique,6.2,74.6,0
TX00004303,4500,34.74,15,2,143.7,0,4,1.3,France,E-commerce,En ligne,5.4,53.4,0
TX00004304,4843,133.03,3,0,76.3,1,8,0.1,UE,Autre,Mobile,5.7,42.9,0
TX00004305,3800,7.55,23,2,69.1,0,5,4.7,France,Restaurant,Mobile,12.9,72.8,0
TX00004306,4506,19.44,20,4,103.5,0,4,22.2,France,E-commerce,Carte physique,3.9,66.6,0
TX00004307,2337,18.75,23,3,68.9,1,3,0.1,France,Restaurant,Mobile,10.3,62.0,0
TX00004308,2645,9.9,17,6,31.1,2,6,0.7,Hors-UE,Restaurant,Mobile,2.1,50.5,0
TX00004309,3230,150.94,10,1,124.0,0,3,5.5,France,Alimentaire,En ligne,21.8,33.4,0
TX00004310,1602,21.09,21,0,10.1,0,3,7.6,UE,Alimentaire,Sans contact,18.3,65.2,0
TX00004311,1173,10.97,2,2,78.6,0,3,6.6,France,Restaurant,En ligne,2.9,53.2,0
TX00004312,3344,24.34,19,0,53.7,0,3,0.8,France,Alimentaire,Carte physique,3.1,61.8,0
TX00004313,1612,59.92,16,2,52.5,1,6,6.4,UE,Santé,Sans contact,10.6,54.0,0
TX00004314,1517,89.22,18,6,10.4,0,2,2.0,France,Alimentaire,Mobile,6.9,37.8,0
TX00004315,3527,74.26,21,1,76.1,1,4,6.6,France,Autre,Mobile,4.2,45.9,0
TX00004316,2310,105.92,17,6,45.1,0,1,3.3,France,E-commerce,Mobile,5.0,42.3,0
TX00004317,1557,688.46,5,4,145.1,2,5,2.5,France,Alimentaire,Carte physique,9.9,48.6,0
TX00004318,2582,36.32,17,0,2.3,3,8,6.2,France,Autre,Carte physique,6.1,26.0,0
TX00004319,1274,78.75,2,5,52.2,1,2,1.0,Hors-UE,Restaurant,Carte physique,15.5,75.5,0
TX00004320,2394,311.16,21,0,1.0,1,5,15.5,France,Alimentaire,Sans contact,1.0,65.5,0
TX00004321,4868,204.2,21,3,9.5,2,8,2.9,France,Alimentaire,Carte physique,6.7,48.1,0
TX00004322,3326,307.12,10,4,11.5,0,4,3.7,France,E-commerce,Sans contact,12.2,51.1,0
TX00004323,1539,65.58,13,6,114.5,0,5,4.4,France,Autre,Carte physique,6.9,28.4,0
TX00004324,3206,7.89,7,5,93.2,4,8,8.8,UE,Alimentaire,En ligne,4.6,52.3,0
TX00004325,4057,41.06,11,6,28.2,1,2,0.6,Hors-UE,Alimentaire,Mobile,3.1,67.6,0
TX00004326,4467,41.71,13,0,37.8,1,4,1.4,France,E-commerce,Carte physique,5.0,49.6,0
TX00004327,4567,24.2,16,3,1.0,1,4,3.2,France,Restaurant,En ligne,6.4,40.7,0
TX00004328,2642,524.14,22,0,134.9,1,7,1.3,UE,E-commerce,Carte physique,2.0,48.6,0
TX00004329,3294,35.07,1,4,12.6,2,2,,France,Luxe,Carte physique,9.9,46.2,0
TX00004330,3574,93.82,22,2,31.1,3,4,10.0,France,Santé,En ligne,6.1,48.6,0
TX00004331,2995,77.81,22,5,6.0,1,2,9.9,France,Luxe,En ligne,4.6,70.8,0
TX00004332,3735,9.84,5,2,1.0,1,3,0.6,UE,Alimentaire,En ligne,3.4,60.6,1
TX00004333,2496,19.38,15,1,64.6,1,4,11.8,France,Restaurant,Mobile,3.1,58.0,0
TX00004334,1894,80.71,12,2,158.7,1,3,1.3,France,Restaurant,En ligne,6.1,58.1,0
TX00004335,1381,3.76,13,4,3.1,3,1,5.5,France,Alimentaire,Carte physique,5.8,36.9,0
TX00004336,3997,56.76,12,0,6.0,0,6,7.5,France,E-commerce,Mobile,5.2,40.5,0
